date,username,fulltext 
2022-03-06 12:32:49,ayuasmarani_,dokternya ganteng bat anjir😭
2022-03-06 12:30:55,drunkhoseoki,@ohmybeautybank Aku pernah kaya gitu terus ditambal sama dokternya kena 350
2022-03-06 12:22:28,scriptbyvia,@honeehyun Semangattt jadi dokternya hanii💪
2022-03-06 12:14:45,kopsusgulaarenn,buru2 pulang karna mau priksa. ternyata dokternya gaada anjc
2022-03-06 12:13:30,keshitttt,@feedodobird km gk cocok sm dokternya kali…
2022-03-06 12:13:18,Carianaditya,"RT @belindch: Nyokap gue daftarin juga ke konsul online kemenkes.. Pas ditanya ada alergi obat? Alerginya ada 12 macam obat.

Pusing, pusin…"
2022-03-06 12:10:08,renonotreno,@cabangpurnamaa @kochengfess Kalau mau agak jauh dikit ke bsd ada amore klinik disitu harganya affordable dan dokternya ok
2022-03-06 12:08:46,baekdks_,@rndyonad2 gw juga maunya gitu dibagi bagi tapi kata dokternya harus semua biar cepet sembuh😭
2022-03-06 12:04:17,Terra053,"RT @asaibrahim: Eh misal nih km ngotot bgt sama dokternya, pokoknya pgn manjangin kaki, and then dokternya mau, belum tentu akan berhasil j…"
2022-03-06 12:02:48,asaibrahim,"Eh misal nih km ngotot bgt sama dokternya, pokoknya pgn manjangin kaki, and then dokternya mau, belum tentu akan berhasil jg lho.
Karena kadang terjadi yg namanya komplikasi, misal infeksi keluar nanah dsb, atau nonunion/gagal menyatu, pgn tinggi mala jd ga bisa jalan 😭"
2022-03-06 12:00:33,yicves,@kerenlukh UDAHHH tapi kata dokternya emg ga ada obat yang efektif 😢😢😢 huuuuh
2022-03-06 11:59:41,bayiicumi,"@archeryez Haha apa ya, kan kalo penggunaan antibiotik yang salah, nanti bakterinya resisten sama antibiotiknya, nanti pas sakit dokternya bingung kasih antibiotiknya"
2022-03-06 11:59:07,ar8em,pusing bgt kepalaku mo pecah tp tiba2 ada tugas. dokternya marah2 pdhl yg salah beliau. mana agaknya mengancam nilai individu bkl dikurangin hhhh ya allah
2022-03-06 11:50:40,Rachmalya,"@didietmaulana “Kuliah di mana?”
“Dokternya mana sih?”"
2022-03-06 11:43:57,Babeee_cat,"@RereAssidik @twitkocheng Kak, coba beli obatnya sendiri, terus suntik sendiri deh, soalnya kalo dokter takut mahal. Di tempat aku aja Konsul ke dokternya kena 80k https://t.co/yLeJmrbiZn"
2022-03-06 11:42:22,RirinMarinasari,"Atau dulu share kurang gizi dan bermasalah di darah. Dan kata dokternya pun demikian. Tapi sebagai pembaca, Aku ga pernah kurang gizi, dan darahku normal, hingga per unit tipe darahnya pun normal."
2022-03-06 11:39:15,rerembun,@donghyukyeoja @tanyakanrl iya ke puskesmas. nanti sama dokternya kan ditanya keluhannya apa. kalau butuh rujukan ntar dikasih kok
2022-03-06 11:37:32,eny_yr,"@Alovandra_ Waduh.....lgsg konsul ke dokternya nih, ada apa??? Bikin tambah penasaran aja nih...."
2022-03-06 11:36:35,1485EXOL61,@xiuxulazzh_ Waduh kalo dari 2019 mah dah lama juga yak..  tapi pas konsul di bilangin ga sama dokternya kalo kek gtu nya dari 2019?
2022-03-06 11:34:20,NekoGurl__,@jemmymahoneyJ Hari pertama haid😭 tar diketawain dokternya
2022-03-06 11:26:22,saltedcaramelia,"Pernah kayak gini, trus diomelin suster. Katanya ""saya siapin surat izin dokternya sekarang aja ya mba""

Kakak suster terbaik emg 🥺 https://t.co/icQ7jUYNbj"
2022-03-06 11:15:07,myooncloud,"RT @mochi_minuet: Tadi di vet dokternya ga berenti ngomong “lucu bgt sihh!?” Wkwk 

Terus ngomong gini, 
“Kamu lucu skali, aku culik ya. bi…"
2022-03-06 11:12:26,gemini_baik,"@karawangfess 150an buat dokternya aja, belom administrasi sama obat"
2022-03-06 11:12:13,KhauRusami,"@ruki_yahea S&amp;K
Berlaku untuk dokternya juga 👌🏻"
2022-03-06 11:11:50,wddest,"@imnamevv @ohmybeautybank Iya kata dokternya hormon juga. Tapi rada aneh juga sih aku udah umur 23th masa hormonku masih belum stabil wkwk. Kalo nyeri sih kadang2 aja, palingan ada rasa ga nyaman aja karna kelamaan 😂
Anyway makasi semangatnya kak 🤗😁"
2022-03-06 11:00:47,lemonendrugs,"Dokternya ngetik cerpen apa uud sik ajg, lama betol"
2022-03-06 10:56:13,v3_vthree,"Si Rio adaada aja kelakuannya..
Mana dokternya slow respon lagi.. weekend gini tutup pula pethouse nya 😑"
2022-03-06 10:54:41,haerosena,gigi bungsuku dah sakit bgt... pen cpt operasi atau ga cabut tapi dokternya tutup muluuuu
2022-03-06 10:51:06,_na3fena_,"@meaoouw Udah sadar kok ini, tapi masih kerasa pusing katane... Abis ct scan, tinggal nunggu penjelasan dari dokternya
Aaaminn, makasih sayangg ❤❤❤"
2022-03-06 10:50:50,belleeism,"@hello_conut nggak bakal happy ending bcs dokternya buibu :"")"
2022-03-06 10:47:53,wlofrez,"@dolpije samaa, tapi tergantung dokternya juga koo, ada yang mahal sama murah. coba deh konsultasi ke dokter gigi sama tanya tentang behel gituu"
2022-03-06 10:47:30,bartolomeus88,"@aan__ Btw, mau nanya nih saya sampe sekarang penasaran... Kenapa diatas meja operasi ada lobang AC central yah, dulu pas operasi pertama mana cuman pake kain selembar doang dingin banget men... Pas bangun dan mulai sadar menggigil hebat sampe susternya bingung tapi gabisa ngomong"
2022-03-06 10:46:49,bee_bevi69,"@bacod_mawar @sadgurllxx Ya kayak aku kan keputihan kalo mau haid aja. Pas aku cek usg transvaginal dokternya bilang tentang keputihan. Apa lg kalo keputihan keluarnya tiap hari dan berwarna. Bisa menyebabkan kemandulan, penyakit kanker rahim. Kan keputihan itu akibat infeksi bakteri"
2022-03-06 10:46:45,nic04722,"@alvinrio_1501 @barongkokenak Nahh... Blm ada penelitian ttg beginian, dokternya malah asik fearmongering &amp; teriak² masker, cuci tangan, ambil vaksinasi."
2022-03-06 10:46:40,Naeundd,@Actkbeom lucu banget adenya. jadi pengen nikahin dokternya
2022-03-06 10:44:04,xxxkunci,"@sbyfess rsi jemursari
tp booking dokternya yg mayan 🥲🤑"
2022-03-06 10:41:33,tiuwtiw,Atuhlah plis gak usah malu sama dokternya. Mereka sekolan kedokteran jungkir balik sekian tahun belajar anatomi tubuh dan lain sebagainya.
2022-03-06 10:38:28,xuffIe,jd ak kan kmrn donor darah di pasming trus sepi gitu kaannn jd dokternya nyuruh duduk gitu lamaaa smp 15 menit lrbih baru dibolehin bangun buat ambil makanan sm pulang
2022-03-06 10:35:23,novitadikri,"@aliiiban Semua daftar dokter dan faskes yg ada di aplikasi bisa jadi faskes 1 kan kak, atau perlu di konfirmasi ke dokternya dulu?"
2022-03-06 10:34:03,squarehore,@buckysebz @thatsmelu_ @mediocrickey Ada tapi aku lupa. Dokternya chinese tapi native american. Kuliahnya di Amerika. Dulu aku klik krn viewsnya paling gede.
2022-03-06 10:29:56,heybillee,@armpitgyul Makanyaaaaa 😫😫 kadang aja lg ku periksa masih nanyain “pak dokternya dimana?” asdfghklsksksk diskriminasi 💔
2022-03-06 10:25:44,si_raar49,"RT @kukangku: Dokternya bukan kaleng kaleng loh, satu dekade mendedikasikan diri bagi konservasi satwa liar. Dah layak jadi nominasi kalpat…"
2022-03-06 10:24:25,queenliing,"Yg rokokan buapaknya, yg ga prokes ibuknya, yg sakit buayinya.. yg bingung dokternya..."
2022-03-06 10:19:26,danniars,Lup klao minggu dokternya tutup. Besok aja lah ☹️
2022-03-06 10:17:48,doytheticc,gw bru sadar dokternya double ya ges ya😁☝
2022-03-06 10:17:33,goldinfernal,"@dhorikahusni27 iya kek keringat dingin gitu, dokternya dulu bilang minum yang banyak, terus perutnya tu di isi tiap berapa menit walaupun sedikit2, klo tidur bantalnya ditinggiin, gws ya maszeh lekas sembuh"
2022-03-06 10:16:21,sunwoobojong,"@kekasihyoungjae gue pas vaksin kedua, kirain gasakit kayak vaksin pertama taunya sakit banget anj, dokternya kasar anjirrr rasanya kek di cubit terus di suntik"
2022-03-06 10:13:40,merumeru_jou,"@di_oxidest @kochengfess Iya, pas aku sodorin trixin ke dokternya di bilangin katanya jangan pake lagi"
2022-03-06 10:10:48,belerangalamiah,"Setelah itu dokternya dateng dan mulai tindakan. Jadi tuh kayak dilaser gitu, sempet ada bau2 daging kebakar gitu. Nah abis dilaser, dipencetin tuh kutilnya supaya keluar."
2022-03-06 10:10:46,belerangalamiah,"Ternyata beda treatment, tapi tetep bisa di klinik itu. Setelah konsultasi sama dokternya mengenai prosedur dan biaya, diputuskan w akan tindakan hari ini juga."
2022-03-06 10:10:44,belerangalamiah,"Perjalanan ngilangin ‘kutil’.
Tread akan w update tiap ada perubahan di muka terutama proses ngilangin bekas.
Awal mulanya adalah di muka w ada kayak kutil kecil gitu, namanya keratosis kalau nggak salah denger dari dokternya. Ini keturunan. Bokap w banyak juga di punggung https://t.co/MfsrU9PK12"
2022-03-06 10:08:37,chachicho,@mahestyap iya pasti tergantung kota dan dokternya
2022-03-06 10:03:03,imuwonn,"kan ke klinik ya keluhan batuk, pilek, sakit kepala, sama nyeri dada
dokternya langsung nanya 'ketularan dimana kamu' anjir langsung ovt :')"
2022-03-06 10:00:03,nyuwibear,"@ohnewwiee Huhuiyaaa kakakk, tinggal nunggu di suruh plng aja initu sama dokternya hehe. Mksiiii bnyk ya🙆🏻💖"
2022-03-06 09:58:17,xuffIe,dokternya cantik cantik hehehe
2022-03-06 09:50:30,halcyonconey,"@convomf Hah? Gw umur 3thn di sunat masih inget muka dokter sama susternya anjir, terus inget juga sebelum pergi sunat disuapin bubur sama mama dlu😳"
2022-03-06 09:49:36,saosgorengan,"@xdjscyybigwin Dulu kucing gue pernah kayak gini,bahkan sampe ada darahnya. Tapi gue bawa ke vet,habis gak nyampe 200k udah dikasih obat,sama tetes mata,udah termasuk biaya dokternya juga. 2 minggu sembuh"
2022-03-06 09:42:02,strwbrryshrtleg,"@Askrlfess mang napa si nderrr? Wkwk kalopun dokternya tau juga dia gabakalan tiba2 nanya ""mbak semalem abis bj ya? ditelen apa dilepeh mbak?"""
2022-03-06 09:38:08,FatimaDiS,"Susternya judes bgt, ditanya dikit ngegas. Kan gak ngrti ya ini knp. Klo ai bisa handle, ai handle sendiri."
2022-03-06 09:27:47,rezhaadk,@Dikpacker @puurplejelly @budakcingur @curlynotion @adriandanarw Gw rasa jg konsul via halodoc pasti dokternya jg ketar ketir sih. Cukup terima opini² menarik aja sih. Tp gw lebih setuju sm opini mistis buff dr bapaknya yg masih aktif.
2022-03-06 09:23:48,masjalal,Auto nyerah dokternya😀 https://t.co/gWLUw3WLzn
2022-03-06 09:16:57,avocasht,@convomfs sender maaf kenapa kamu ga nanya langsung sama apoteker atau dokternya daripada takut salah :(
2022-03-06 09:15:17,MlNNlEST,@convomf ngga dikupas sih soalnya dulu pas nonton acara dr. oz dokternya ngomong kalo kulit tipisnya bagus buat pencernaan wkwk
2022-03-06 09:03:18,financialstable,@greentealatteo Dokternya senyum-senyum anjir
2022-03-06 09:03:15,itzjaem,"habis berobat, kata dokternya jgn makan pedes dulu, eh pulang nya malah beli ayam geprek.. siapaaa? guee wkwkwk"
2022-03-06 08:51:15,i_taesmiles,"@yourpetsfess Konsul ke puskeswan nder kalo ada. Biasanya ngga bayar sih. Paling nanti dikasih pilihan obat flu dr dokternya
Atau Konsul halodoc"
2022-03-06 08:47:29,danay_id,"@kalengsardien org2 enak bgt ya bikin2 trus tinggal gugurin, maksud dokternya bener sih, meskipun agak julid"
2022-03-06 08:45:21,endshone_,"Bentar bentar w update setelah udah d rumah yaa kwwk😭 tadi kgk jd pulang, kepikiran mau bayar dulu biaya si Meng jd nunggu dokternya kelar praktek"
2022-03-06 08:41:01,berhijabmerah,"Akhirnya selesai. Dan...

Dokternya memang canggih. Mantapsss 😂😂💪💪"
2022-03-06 08:36:43,miniemonii,"@xdjscyybigwin Belum tapi belekan nya skrng gk nutup tapi tetep masih bengkak merah, aku juga udah chat dokternya katanya sabar aja, jadi cuma ku Bersihin pakek air hangat"
2022-03-06 08:31:56,belleeism,"@auryn_aprillia dokternya ibu2 :"") gabisa jadi ayang"
2022-03-06 08:31:02,xenophenart,"bapak aku pas dirawat waktu kena coppeeeeed kmaren wkwkwk
jarum suntiknya ampe patah..
sama bapak aku si susternya disuru baca Bismillah dulu, baru mempan itu jarum. (Ga, bapak aku ga ada ilmu kebal yg sengaja dipasangi gitu). https://t.co/YmK5n0RbqP"
2022-03-06 08:30:16,KakaKeyo,"@nuansabening28 Iya bener. 
Sejak awal aku pelayanan di Kupang dikenalin nya sama Bu Rita &amp; Pak Frans. 
Pak Frans dokter kan, jadi kalau masuk ke pedalaman bareng juga sama temen2 dokternya Pak Frans juga. 
Seru deh. Ahhh makin kangen mau kesana."
2022-03-06 08:30:09,kukucingan,"@yourpetsfess Kalo aku saat kucingnya steril ditaruh di kamar nder jadi ruang geraknya ga banyak, terlebih lagi dipakein collar wkwk, oiya itu pasir gumpalnya ga diganti kah? Soalnya dulu aku disuruh ganti sama dokternya jangan pake pasir gumpal biasa soalnya takut infeksi ke bekas lukanya"
2022-03-06 08:29:42,rrawseanne,Please malu bgt gue manggil susternya malah bapak 😓😓😓 lagian namanya Roy...
2022-03-06 08:27:12,parkjmfika_,Dokternya cakep masih muda lagi 😍😍
2022-03-06 08:24:37,candeelites,@papaverypp Masa kata dokternya yg jaga obesitas 🤣
2022-03-06 08:23:21,dafixie_,"@butterfslay i dunno, kata susternya yang nyolok virusnya udah ada dalam body sih"
2022-03-06 08:22:43,jimibeary,"@xdjscyybigwin Yaampunn :( langsung bawa ke vet terdekat aja kaak itu harus ditanganin langsung sama dokternya, udah gabisa dikasih apa apa lagii :( semoga cepet sembuh ya mengnya :("
2022-03-06 08:20:39,belindch,"Nyokap gue daftarin juga ke konsul online kemenkes.. Pas ditanya ada alergi obat? Alerginya ada 12 macam obat.

Pusing, pusing dah dokternya.
🤣🤣🤣"
2022-03-06 08:18:58,whitehackerhan_,"Sedih banget kemarin harus bilang ke dokter kalau pengen ke psikiater. Malu sama bingung banget, dan karena aku belum urus BPJS jadi bingung juga. Padahal dokternya udah mau kasih rujukan. Dan ketika keluarga tau, bibi langsung ngomong ""anel gila?"" Hah cape yah"
2022-03-06 08:17:18,baccaorat,@Askrlfess ya walopun tau udh pasti dokternya nyimpan privasi pasiennya ga sihhhh
2022-03-06 08:17:10,jimibeary,"@xdjscyybigwin Kak please jangan sembarangan kasih obat apalagi bukan dari dokternya langsung, segera cepat bawa ke vet ya. Dulu kucingku juga sempet sakit mata tapi gak separah ini, dan dikasih obat tetes mata sama drh sekitar 25k, belum harga Konsul tapi. Tolong segera dibawa ke vet ya"
2022-03-06 08:12:54,qwertyouipsn,"@lelahletihasu Itu dialog dokternya belum kelar ""pak Al sudah sadar, tapi.....""
Hayooo enaknya dibuat kenapa? 🤣🤣"
2022-03-06 08:10:30,ItsHeeJin,@mycomfarea @Askrlfess Coba ntr kapan2 kalo ke dokter gigi lg. Mungkin dokternya sungkan mau nanya kali
2022-03-06 08:08:11,shihwanoona98,"@HJWRupy Ya Allah aku lg kek gtu😭 mana kamis dibilang dokternya "" omicron"" 😭 huaa😭"
2022-03-06 08:06:36,lesssugardrinks,@m_arifiin Hahaha bener sih aduh ga kepikiran bilang gini. Dokternya cewe sih bang
2022-03-06 08:05:53,13Cinderellaaa_,"@Askrlfess Iya nder,tapi dokternya diam ajaa kok...gak ngeumbar, soalnya ya gak guna juga sih dia ngeumbar WKWKWK atau nanya nanya ""Kamu pernah BJ?"""
2022-03-06 08:05:19,meowjuanaaaaa,@alfajri221810 haha jd keinget pas kecil ampe dokternya bilang ke bokap tolong disuruh lepas dulu pak yg nempel dianaknya
2022-03-06 07:59:15,endshone_,"Mau up video penjelasan dokternya, tunggu ya mantemen w balik dulu otw k rumah"
2022-03-06 07:54:14,endshone_,"Halooo temen2, akhirnya aku ketemu si Meng hari ini di klinik🥺 kondisinya masih sama, masih belum mau makan sendiri jadi harus disuapin. Meng masih diinfus. Jadi dokternya akan pantau sampai antibiotiknya habis (9mar), jika sudah lancar makan sendiri maka akan segera dioperasi."
2022-03-06 07:53:41,chimcurry,"@byakuyakoku Gws abaaah! Moga membaik yaaa. Btw aku gatau si patah tulang sm dislokasi sama apa ngga, cm setauku kl patah tulang kudu makan tinggi protein. Cb make sure lg deh sm dokternya"
2022-03-06 07:50:18,GooSworld,"@ireongyogam @ZOO_FESS Pengennya pindah dokter kak. Tapi itu dokter langganan dan mahal di sana. Emang terpercaya juga. Kucingku selalu cocoknya di situ. Btw kucingku indoor dan vaksin juga kok. Dokternya nggak bilang chlamydia, cacingan gitu. Cuma bilang karena mau radang kucingnya"
2022-03-06 07:49:23,owlrockets,@yourpetsfess Lepas nder. Kasian sempit klo udh sadar. Mungkin dokternya kebayang kandang yg gede
2022-03-06 07:48:19,GooSworld,"@Curlylajava @ZOO_FESS Aku sudah ke klinik besar kak. Itu juga drh langganan dan beliau drh senior. Paling terkenal juga karena emang bagus banget di sana. Dia gak cacingan kok. Kata dokternya itu tanda2 mau radang, tp udah 2 minggu belum sembuh huhu"
2022-03-06 07:46:59,oreocakeii,@tertahta Apa ga mau isirahat dokternya?
2022-03-06 07:45:38,GooSworld,@24in7_ @ZOO_FESS Bukan cacingan kak. Kan rutin 2hari sekali aku bawa ke dokter. Dokternya jg bilang kucingnya bebas dari cacing.
2022-03-06 07:45:11,akuuleaaa,"@tanyakanrl 100 taun lagi kita bisa ketemu lagi sama sama pak dokter yang merawat ibu. 

anjir dokternya panjang umur t_______t . dokter mak gw skrng aja uda tua"
2022-03-06 07:37:24,prischachan,"@yourpetsfess iya nder emang lama, dan dokternya bilang gitu karena kalau masih pengaruh efek bius itu rawan muntah. yang penting sediain aja wetfood sama air minum. ntar kalau udah sadar ya bakal dimakan sama diminum."
2022-03-06 07:28:04,yourpetsfess,🐟 kucing aku barusan steril. tapi kok sadar dari biusnya lama bener ya 6-8 jam. terus kata dokternya kasih makannya besok pagi aja. aku kasian lama bener dia puasa
2022-03-06 07:26:46,saybuddy,"dokternya: kak nanti obatnya diminum pas sakit aja ya…

tiap 3-4 jam efek obatnya abis 😩 sakit nyut nyut ampe badmood jadi males ngomong"
2022-03-06 07:20:22,godofliight,@convomf kalo mau dilayanin kudu antigen dlu skrg itu karna masih level 3. tp ya gitu kadang gimana dokternya. biaya cabut tergantung dokternya dan gigi mana yg mau dicabut. mending ke rs aja klo puskesmas nya gamau
2022-03-06 07:19:14,zrsoo99,"@dysnis Hooh gaboleh kutuan, tadi diperiksa kan. Ternyata mimo udah sehat, trus sama dokternya suruh langsung vaksin biar makin kebal."
2022-03-06 07:18:53,taemwork718,@convomf Untuk biaya tergantung dom nya nder dan berapa sulit kasusnya jadi kalo mau kamu dtg aja ke dokternya langsung dan tanya estimasi biayaa
2022-03-06 07:10:26,sweetychocolade,"@5ugarcherie @ohmybeautybank dapet racikan dari dokternya kak, aku konsul dulu waktu itu"
2022-03-06 06:59:54,nyoreindong,"@onlyhmns @alfajri221810 dokternya cape, anaknya bingung wkwk"
2022-03-06 06:58:26,anakketcil99,@LiyaLidyaa @qwertyuiopsnn Andin nggak gagal jantung pliss kemaren dokternya bilang  sempat henti jantung dan tidak memicu adanya gagal jantung keadaannya sudah membaik namun akan di taro di icu supaya bisa dipantau perkembangannya krn tensinya blm turun
2022-03-06 06:58:25,mrakhyvck,"kata gue emang mereka kecelakaan si terus yang di sini tuh cuma arwah mereka aja, nah kalo si malvin ni kaya nya waktu dapet berita si dewa dkk kecelakaan tuh pingsan terus di bawa ke dokter terus belum sadar sampe sekarang makannya dokternya bilang ini?? ga tau lah pusing saya😶 https://t.co/xf0bIeojzZ"
2022-03-06 06:58:09,putriiiii278,"@qwertyouipsn Kemarin kayaknya belum di apa-apain perasaan tu kepala, udah sadar aja. Dokternya juga aneh, kemarin cuma bilang ada sesuatu dikepalanya tapi ngga dijelasin apaan, hedeh😢"
2022-03-06 06:56:20,NCTsLJN,@Yuddinga Bukannya nanti malah aku yang jadi pasien dokternya ya karena sakit mendengar omong kosongmu
2022-03-06 06:52:17,9999999zzz,@lululucu22 @adnrxst @ManallahRania @alfajri221810 Dokternya dpat 15 jt?
2022-03-06 06:45:47,Navyenthusiast,"@animalfess2 kalo di tempatmu ada puskeswan bawa aja kesana nder lebih murah nanti bilang mau periksa kucingnya kalo di tempatku biaya periksanya 25-50 nah nanti kalo emg butuh obat bkl diresepin dokternya dan kita nebus di apotik, kalau harga obatnya ya tergantung jenis obatnya jg sih"
2022-03-06 06:45:43,skzdoor,@lTSCB97s gue wkt itu gegara kek gt jd kena anxiety :) mending luh ke dokter ajaa keyy wkt itu gue ke dokter dan emg dr lambung kt dokternya si feces yg ga padet itu dan sering keluar
2022-03-06 06:44:56,Itsmepoppy_,"@kagapakeN @vkarr13 sebenernya ada kak tapi orang indo belum terlalu aware soal alergi, kebanyakan orang indo harus sakit dulu baru mau tau, sama kayak temen saya dia mau cek alergi &amp; dokternya bilang kalo cek alergi testnya sebanyak 100 jenis, biar tau apa² aja, tapi dia udah males deluan dengernya"
2022-03-06 06:41:38,0414Ind,"@AndinofficialTW @askaraalfahri Dicabutin ama susternya ,🤭"
2022-03-06 06:40:43,apry23,di rumah-rumah sakit banyak pasien menjerit lantaran dipersulit dan dokternya pada singit
2022-03-06 06:38:28,Kartika17966896,@magerabis Dokternya kenapa kak
2022-03-06 06:37:35,ddinzoo,@ZOO_FESS Kalau aku waktu itu dokternya bilang tunggu copot aja terus pas copot jangan dipakein perban lagi biar cepet kering katanya
2022-03-06 06:37:33,KucingnyaKuroo,"@ZOO_FESS Kok kucingnku mah ga di perban yaa?! Kata dokternya jg ga usah.
Jadi aku kurang tau nder 🙏"
2022-03-06 06:32:16,txtdarifur,@krysmtri biar kalo dioperasi dokternya gak ilfeel
2022-03-06 06:31:53,lampungbase,dokternya geh! 😭😭😭😭
2022-03-06 06:17:33,moranshidi,"nyokap gue pernah ke klinik kecantikan mau disuntik dan jarumnya gak tembus2 kayak gini, padahal nyokap gak pake ilmu apa2. kebetulan dokter yg nanganin nyokap gue itu yg punya klinik, dan religius bgt. dokternya blg, “bu sy izin suntik ya.” https://t.co/rVItAabf0Q"
2022-03-06 06:15:33,wooameng,@mermeidy @avoskinbeauty Diskusikan lagi sm dokternya ya kak kalau gitu
2022-03-06 06:14:01,berbiowl,@mulesaing ada cenah kata dokternya + lidah tergigit
2022-03-06 06:09:19,wonhyewon,"@dailacndlr demam keknya
aku belum ke dokter
besok mau ke dokternya
soalnya kalo makan pasti dimuntahin terus"
2022-03-06 06:05:46,InkaaKamal,@Shedyaaa_ Kementelah dokternya
2022-03-06 06:05:26,nggeyel,"aplikasi hallodoc bisa ngasi rating dokternya ga si, percuma bayar konsul jawabannya yg adek gua aja tau 🥲👍maksudku yg agak rinci dan niat gt loh. #hallodoc https://t.co/ZKwyop1vN7"
2022-03-06 05:48:08,othsideofkitty,@depressecd pas lahir dokternya pake baju apa bro
2022-03-06 05:41:10,aliiiban,"@novitadikri bisa ka, asal dokternya terima bpjs. Gampang ko pake aplikasi mobile jkn abis itu pilih ubah data peserta, nanti bakal banyak list dokter sama puskesmas yang bisa dipilih"
2022-03-06 05:38:04,berhijabmerah,"Setelah kemarin 2x ganti jadwal dan endingnya batal, lalu di wa lagi dokter buka praktek hr minggu.

Konon jam 09.30, oke tahan.

Jam 11.00 dikabarin RS klo dokter udh di ruangan, daftar ulang pasien ditunggu smp jam 14.00.

12.30 dftr ulang, eh trnyata DOKTERNYA BELOM DATENG😂😂"
2022-03-06 05:37:53,LastSee4,"dokternya malah ngasih selamat ""ini hamil lg bu, anak ke dua kan? usia landungannya udah 21w"""
2022-03-06 05:37:47,Kaanisa_,"** review **

mbak dokternya gimana ? soalnya aku sama yang ini kurang sreg ? boleh cerita ? 

BOLEH ✨

Bu Pohan :
bu pohan ni orangnya menururku sabaarrrrr, baik, suka becanda juga.. terutama perhatian.. 
pas aku masuk pasti disapa,
""hay.. gimana kabarnya? "" 
""ada cerita apa?"""
2022-03-06 05:36:29,ChacaStay,"TMI

Ada bagian dr kaki kiri gue yg udh lama sakit,
""Mah,ini jadinya mau kpn ya ke dokternya?""
""Nanti dulu ya,kemaren kan mamah udh bilang uang mamah lg seret skrng""
""Oiya lupa,lg seret ya?maaf deh, hehe.""/ngelirik paperbag belanjaan baju baru buat si bontot haha."
2022-03-06 05:28:05,amldvv,"ngomongin behel jd inget kmrn pas ganti warna karet, ""mau warna apa nih karetnya"" gue jwb ""unguu"" trs kt dokternya ""ungu terus"" wkwkwkk 'iya kan aku suka bts. Jd harus suka ungu"" ekspresi kakak gue pas nganterin ""😵‍💫😵‍💫😵🥴🤒🤧🤢🤮🤮"""
2022-03-06 05:26:27,agiegi,"@hrynakml @potatoheal @aan__ Tergantung operasi nya kayanya.
Gue 6x operasi dokternya duduk kok."
2022-03-06 05:24:18,supercrazyrich_,"Oh iya, waktu itu dokternya jg blg klo jerawatan ada kuning2ny itu brrti krn bakteri/kotor. Sran dokternya, kalo pake jilbab bahan yg katun biar kotoran dan keringat dr rambut kita ga kena wajah. Dan ganti sprei dan sarung bantal berkala."
2022-03-06 05:21:30,supercrazyrich_,"Akhirnya aku memutuskan pergi ke dokter SpKK. Sm dokternya di sarankan untk ga pke lagi skincare organik, trus cuma muka pake sabun lux warna putih dan di ksh cairan untuk di oles ke jerawat biar bakterinya mati."
2022-03-06 05:17:22,strwbrrrykiss,@Dustyuniverse km suruh aja dokternya bikin surat boongan
2022-03-06 05:15:11,floreanti,"Harusnya sih tgl 4 maret kemarin balik ke dokter lagi udah daftar juga tapi tiba² jeng jeng jeng dokternya enggak praktek, pikirku oh mungkin cuti ya"
2022-03-06 05:15:11,floreanti,"Aku tanya dokternya ternyata beda kasus kalau yang kanan gigiku ke apit gt lah dan gede panjang, kalau kiri enggak gt"
2022-03-06 05:15:10,floreanti,"Aslinya sih mau cabut yang kanan atas gt tapi ternyata kata dokternya suruh yang kiri dulu ya udah aku manut aja, padahal udah nyiapin mental kalau di bius sakit lagi hahaha, tapi ternyata tidak gaiss yang pas proses gigi kiri enggak sakit sama sekali"
2022-03-06 04:50:08,Borosamatweh,Habis ngedrop kitten ke vet. Badai lg g sih ini? Untung aja td pas mau berangkat gegara liat awan langsung packing makanan buat kitten takut2 g bisa jemput on time gegara dia mesti grooming dulu tp dokternya dah mau jam istirahat makan siang. https://t.co/cAcZeVkhFf
2022-03-06 04:42:46,isprocessing,"@convomf jumat, habis operasi kata mamaku dokternya siap2 solat jumat😍"
2022-03-06 04:39:21,pentolololo,"@mirakushandika Gimana yaa mirr, malah aku sering kepergok merem sm dokternya pas lagi tentiran:("
2022-03-06 04:36:45,onde2seleraku,@healthy_fess Dulu aku pernah tb kelenjar juga tapi soal urusan gtu mending tanya ke dokternya kita dulu deh ini udah op atau belum?
2022-03-06 04:36:10,siapacobatebak1,"@ggkookies @collegemenfess sebenernya lulus memang bisa 3,5 tahun kaya jurusan lain juga, tapi sarjana kedokteran belum bisa jadi dokter beneran, harus koas dulu terus ujian lagi buat jadi dokternya terus internship lagi buat jadi dokter umum makanya pendidikan fk lama banget"
2022-03-06 04:33:42,fzormula,"@makelarcilor iyaa orang beneran, biasanya pasiennya juga udah dikasih skenario gitu dari dokternya, pegangan gitu apa2 yg harus mereka jawab, jadi kita tanya ke pasiennya gitu. biasanya orang panggilan gitu sih biar jadi pasien coba"
2022-03-06 04:25:18,tessartap,@MoonfangChant WKWKWKKWKWKWKWKWK INI MAH KALO AMPE LO DBD LAGI YG DIAMUKIN BUKAN DOKTERNYA TP TROMBOSIT LO😂😂😂😂
